-2.000000000000000000e+00 4.000000000000000000e+00
-1.959595959595959558e+00 3.840016324864809594e+00
-1.919191919191919116e+00 3.683297622691561912e+00
-1.878787878787878896e+00 3.529843893480257400e+00
-1.838383838383838453e+00 3.379655137230895168e+00
-1.797979797979798011e+00 3.232731353943475217e+00
-1.757575757575757569e+00 3.089072543617997990e+00
-1.717171717171717127e+00 2.948678706254463489e+00
-1.676767676767676685e+00 2.811549841852871712e+00
-1.636363636363636243e+00 2.677685950413222660e+00
-1.595959595959596022e+00 2.547087031935516777e+00
-1.555555555555555580e+00 2.419753086419753174e+00
-1.515151515151515138e+00 2.295684113865931852e+00
-1.474747474747474696e+00 2.174880114274053700e+00
-1.434343434343434254e+00 2.057341087644117827e+00
-1.393939393939394034e+00 1.944039442762207859e+00
-1.353535353535353369e+00 1.840519312588025036e+00
-1.313131313131313149e+00 1.747114702256570951e+00
-1.272727272727272707e+00 1.663192404890376341e+00
-1.232323232323232265e+00 1.588138401699169977e+00
-1.191919191919191823e+00 1.521357861979876214e+00
-1.151515151515151381e+00 1.462275143116615439e+00
-1.111111111111111160e+00 1.410333790580704294e+00
-1.070707070707070496e+00 1.364996537930653897e+00
-1.030303030303030276e+00 1.325745306812173840e+00
-9.898989898989898339e-01 1.292081206958167527e+00
-9.494949494949493918e-01 1.263524536188735503e+00
-9.090909090909089496e-01 1.239614780411173900e+00
-8.686868686868685074e-01 1.219910613619975326e+00
-8.282828282828282873e-01 1.203989897896827532e+00
-7.878787878787878451e-01 1.191449683410614968e+00
-7.474747474747474030e-01 1.181906208417417670e+00
-7.070707070707069608e-01 1.174994899260512149e+00
-6.666666666666665186e-01 1.170370370370370505e+00
-6.262626262626260765e-01 1.167706424264660203e+00
-5.858585858585856343e-01 1.166696051548246738e+00
-5.454545454545454142e-01 1.167051430913189192e+00
-5.050505050505049720e-01 1.168503929138743791e+00
-4.646464646464645298e-01 1.170804101091363014e+00
-4.242424242424240877e-01 1.173721689724695150e+00
-3.838383838383836455e-01 1.177045626079583407e+00
-3.434343434343432033e-01 1.180584029284069247e+00
-3.030303030303029832e-01 1.184164206553387721e+00
-2.626262626262625410e-01 1.187632653189971021e+00
-2.222222222222220989e-01 1.190855052583447593e+00
-1.818181818181816567e-01 1.193716276210641247e+00
-1.414141414141412145e-01 1.196120383635572271e+00
-1.010101010101007724e-01 1.197990622509456315e+00
-6.060606060606055223e-02 1.199269428570705731e+00
-2.020202020202011006e-02 1.199918425644928455e+00
2.020202020202033211e-02 1.199918425644928455e+00
6.060606060606099632e-02 1.199269428570705731e+00
1.010101010101012164e-01 1.197990622509456315e+00
1.414141414141414366e-01 1.196120383635572271e+00
1.818181818181821008e-01 1.193716276210641247e+00
2.222222222222223209e-01 1.190855052583447593e+00
2.626262626262629851e-01 1.187632653189971021e+00
3.030303030303032052e-01 1.184164206553387499e+00
3.434343434343434254e-01 1.180584029284069025e+00
3.838383838383840896e-01 1.177045626079583629e+00
4.242424242424243097e-01 1.173721689724694928e+00
4.646464646464649739e-01 1.170804101091363014e+00
5.050505050505051940e-01 1.168503929138743791e+00
5.454545454545458583e-01 1.167051430913188970e+00
5.858585858585860784e-01 1.166696051548246515e+00
6.262626262626262985e-01 1.167706424264660425e+00
6.666666666666669627e-01 1.170370370370370505e+00
7.070707070707071829e-01 1.174994899260512149e+00
7.474747474747478471e-01 1.181906208417417892e+00
7.878787878787880672e-01 1.191449683410615190e+00
8.282828282828287314e-01 1.203989897896827976e+00
8.686868686868689515e-01 1.219910613619975326e+00
9.090909090909091717e-01 1.239614780411174122e+00
9.494949494949498359e-01 1.263524536188735947e+00
9.898989898989900560e-01 1.292081206958167749e+00
1.030303030303030720e+00 1.325745306812174285e+00
1.070707070707070940e+00 1.364996537930654341e+00
1.111111111111111160e+00 1.410333790580704294e+00
1.151515151515151825e+00 1.462275143116616105e+00
1.191919191919192045e+00 1.521357861979876658e+00
1.232323232323232709e+00 1.588138401699170865e+00
1.272727272727272929e+00 1.663192404890376785e+00
1.313131313131313593e+00 1.747114702256571839e+00
1.353535353535353813e+00 1.840519312588025924e+00
1.393939393939394034e+00 1.944039442762207859e+00
1.434343434343434698e+00 2.057341087644119160e+00
1.474747474747474918e+00 2.174880114274054144e+00
1.515151515151515582e+00 2.295684113865933185e+00
1.555555555555555802e+00 2.419753086419754062e+00
1.595959595959596466e+00 2.547087031935518553e+00
1.636363636363636687e+00 2.677685950413223992e+00
1.676767676767676907e+00 2.811549841852872600e+00
1.717171717171717571e+00 2.948678706254465265e+00
1.757575757575757791e+00 3.089072543617998878e+00
1.797979797979798455e+00 3.232731353943476993e+00
1.838383838383838675e+00 3.379655137230896056e+00
1.878787878787878896e+00 3.529843893480257400e+00
1.919191919191919560e+00 3.683297622691563689e+00
1.959595959595959780e+00 3.840016324864810482e+00
2.000000000000000000e+00 4.000000000000000000e+00
